DyadID,Year,Org,SideA,SideAID,SideAComponents,SideB,SideBID,SideBComponents,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,BestFatalityEstimate,LowFatalityEstimate,HighFatalityEstimate,Location,GWNOLocation,Region,Version
2-13772,2013,1,"FSA, Jabhat al-Nusra li al-Sham",565202,"2015, 2057",Jabhat al-Akrad,5541,,2013-07-29,1,2013-07-29,1,1,2013-07-29,1,34,14,35,Syria,652,2,2.5-2016
2-13794,2014,1,"FSA, IS",565282,"1076, 2015",PYD,2100,,2014-02-16,1,2014-02-16,1,1,2014-08-12,1,39,39,39,Syria,652,2,2.5-2016
2-138,2001,1,RCD-K-ML ,1650,,"MLC, RCD-N",549001,"1269, 1511",2001-06-10,2,2001-06-10,2,0,,0,40,40,49,DR Congo (Zaire),490,4,2.5-2016
2-138,2002,1,RCD-K-ML ,1650,,"MLC, RCD-N",549001,"1269, 1511",2001-06-10,2,2001-06-10,2,1,2002-08-31,3,158,158,294,DR Congo (Zaire),490,4,2.5-2016
2-13801,2014,1,IS,1076,,PYD,2100,,2013-10-26,1,2014-02-22,1,0,,0,1524,1524,1700,Syria,652,2,2.5-2016
2-14237,2015,1,Hezbollah,1209,,IS,1076,,2015-06-09,1,2015-06-19,1,0,,0,75,75,116,Lebanon,660,2,2.5-2016
2-13813,2014,1,IS,1076,,Jabhat al-Nusra li al-Sham,2057,,09/21/2013,1,2014-03-07,1,0,,0,736,736,736,Syria,652,2,2.5-2016
2-14777,2015,1,"Ahrar al-Sham, Jabhat al-Nusra li al-Sham",6389,"2057, 5554",Shohadaa al-Yarmouk,6285,,04/29/2015,1,06/02/2015,1,0,,0,226,225,230,Syria,652,2,2.5-2016
2-139,2007,3,Rizeigat Abbala,1536,,Terjam,1551,,2007-01-06,1,2007-01-07,1,1,2007-08-14,1,382,382,382,Sudan,625,4,2.5-2016
2-140,2002,1,RRA,1538,,RRA - MH,1537,,2001-01-02,1,2002-07-05,1,0,,0,154,154,189,Somalia,520,4,2.5-2016
2-140,2003,1,RRA,1538,,RRA - MH,1537,,2001-01-02,1,2002-07-05,1,1,2003-10-11,2,80,80,131,Somalia,520,4,2.5-2016
2-140,2005,1,RRA,1538,,RRA - MH,1537,,2001-01-02,1,2005-05-30,1,1,2005-05-30,1,34,34,34,Somalia,520,4,2.5-2016
2-14009,2014,3,Fulani,1461,,Jukun,1821,,2014-04-15,1,2014-09-14,1,0,,0,77,77,94,Nigeria,475,4,2.5-2016
2-14786,2015,1,Ajdabiya Revolutionaries Shura Council,6400,,Forces of the House of Representatives,5802,,12/19/2015,2,12/19/2012,2,0,,0,26,26,26,Libya,620,4,2.5-2016
2-14787,2015,3,al-Toubou ,3998,,Touareg,1806,,03/20/2015,1,07/11/2015,3,0,,0,75,75,77,Libya,620,4,2.5-2016
2-14041,2014,1,FDC,2021,,FDDH,4314,,2014-02-13,5,2014-02-13,5,1,2014-02-13,5,70,70,70,DR Congo (Zaire),490,4,2.5-2016
2-14044,2014,3,Bani Hilal,5792,,Nubian Dabudiya,5793,,2014-04-03,1,2014-04-06,1,1,2014-06-26,1,28,28,28,Egypt,651,2,2.5-2016
2-14053,2014,3,al-Toubou ,3998,,Awlad Suleiman ,4371,,2014-01-10,1,2014-01-12,2,1,06/01/2014,1,34,34,40,Libya,620,4,2.5-2016
2-14061,2014,1,Benghazi Revolutionaries Shura Council,4369,,Forces of the House of Representatives,5802,,2014-05-16,1,2014-05-16,1,0,,0,910,910,986,Libya,620,4,2.5-2016
2-14088,2014,1,Raia Mutomboki - Bravo,5821,,Raia Mutomboki - Makombo,5822,,2014-10-29,3,2014-10-29,3,1,2014-10-29,3,30,30,30,DR Congo (Zaire),490,4,2.5-2016
2-141,2004,3,Sa'ad subclan of Habar Gidir clan (Hawiye),1540,,Suleiman subclan of Habar Gidir clan (Hawiye),1548,,1998-03-26,1,2004-12-02,2,0,,0,156,156,174,Somalia,520,4,2.5-2016
2-141,2005,3,Sa'ad subclan of Habar Gidir clan (Hawiye),1540,,Suleiman subclan of Habar Gidir clan (Hawiye),1548,,1998-03-26,1,2004-12-02,2,0,,0,103,92,130,Somalia,520,4,2.5-2016
2-141,2006,3,Sa'ad subclan of Habar Gidir clan (Hawiye),1540,,Suleiman subclan of Habar Gidir clan (Hawiye),1548,,1998-03-26,1,2004-12-02,2,1,2006-06-12,1,48,36,72,Somalia,520,4,2.5-2016
2-141,2011,3,Sa'ad subclan of Habar Gidir clan (Hawiye),1540,,Suleiman subclan of Habar Gidir clan (Hawiye),1548,,1998-03-26,1,2011-07-03,1,1,2011-08-28,2,40,30,40,Somalia,520,4,2.5-2016
2-14113,2014,2,Supporters of independence for Eastern Ukraine,5837,,Supporters of Ukrainian unity,5836,,2014-05-02,1,2014-05-02,1,1,2014-05-02,1,45,45,45,Ukraine,369,1,2.5-2016
2-14147,2014,1,TTP-KM,5864,,TTP-SM,5865,,2014-04-06,1,2014-04-08,1,1,2014-06-18,1,128,128,128,Pakistan,770,3,2.5-2016
2-14152,2014,1,IS,1076,,JRTN,4359,,2014-06-02,1,2014-06-20,1,1,2014-07-04,1,64,64,64,Iraq,645,2,2.5-2016
2-12718,2013,1,La Mochomera,4492,,Sinaloa Cartel,1636,,2013-04-21,2,2013-08-10,3,1,2013-09-08,1,27,27,27,Mexico,70,5,2.5-2016
2-142,2004,1,Gulf Cartel,1643,,Sinaloa Cartel,1636,,2004-01-25,2,2004-10-10,2,0,,0,106,106,106,Mexico,70,5,2.5-2016
2-142,2005,1,Gulf Cartel,1643,,Sinaloa Cartel,1636,,2004-01-25,2,2004-10-10,2,0,,0,187,187,208,Mexico,70,5,2.5-2016
2-142,2006,1,Gulf Cartel,1643,,Sinaloa Cartel,1636,,2004-01-25,2,2004-10-10,2,0,,0,627,627,810,Mexico,70,5,2.5-2016
2-142,2007,1,Gulf Cartel,1643,,Sinaloa Cartel,1636,,2004-01-25,2,2004-10-10,2,0,,0,448,448,542,Mexico,70,5,2.5-2016
2-142,2008,1,Gulf Cartel,1643,,Sinaloa Cartel,1636,,2004-01-25,2,2004-10-10,2,0,,0,72,72,81,"Guatemala, Mexico","90, 70",5,2.5-2016
2-142,2009,1,Gulf Cartel,1643,,Sinaloa Cartel,1636,,2004-01-25,2,2004-10-10,2,0,,0,150,150,366,Mexico,70,5,2.5-2016
2-14761,2015,1,"Aknaf Bait al-Maqdis, FSA, Jaysh al-Islam, PFLP-GC, PLO",6378,"1046, 1048, 2015, 6273, 6377",IS,1076,,04/01/2015,1,2015-04-05,1,0,,0,134,120,202,Syria,652,2,2.5-2016
2-14251,2014,1,Libya Dawn,5861,,Zintan Brigades,5940,,2014-07-13,1,2014-07-20,1,1,2014-08-19,1,191,191,191,Libya,620,4,2.5-2016
2-14288,2014,3,Bafulero,2116,,"Banyamulenge, Barundi",549025,"3060, 2083",2013-08-15,1,2014-06-06,1,1,2014-06-06,1,35,31,40,DR Congo (Zaire),490,4,2.5-2016
2-143,2005,1,SLM/A,1316,,SLM/A - MM,1318,,2005-11-01,1,2005-11-01,1,0,,0,45,45,45,Sudan,625,4,2.5-2016
2-143,2006,1,SLM/A,1316,,SLM/A - MM,1318,,2005-11-01,1,2005-11-01,1,1,2006-07-07,1,57,57,117,Sudan,625,4,2.5-2016
2-14318,2014,1,anti-Balaka,4201,,UPC,5999,,2014-10-09,1,2014-12-18,2,0,,0,61,61,61,Central African Republic,482,4,2.5-2016
2-14789,2015,3,al-Toubou ,3998,,Zwai,6403,,05/07/2015,2,08/06/2015,3,0,,0,85,85,85,Libya,620,4,2.5-2016
2-14331,2014,3,Eggon,2059,,Gwandere,6001,,2014-04-26,1,2014-04-26,1,1,2014-08-19,1,57,57,57,Nigeria,475,4,2.5-2016
2-142,2010,1,Gulf Cartel,1643,,Sinaloa Cartel,1636,,2004-01-25,2,2004-10-10,2,1,2010-05-10,1,42,42,46,"Mexico, Honduras","70, 91",5,2.5-2016
2-14333,2014,1,Gulf Cartel - Dragones de Sheyla faction,6003,,Gulf Cartel - Los Fresitas faction,6002,,2014-04-03,1,2014-05-18,3,1,2014-12-31,5,34,34,55,Mexico,70,5,2.5-2016
2-14341,2014,1,IS,1076,,Islamic Front,5575,,2013-12-10,1,2014-01-05,1,1,2014-05-29,1,195,195,195,Syria,652,2,2.5-2016
2-14342,2014,1,IS,1076,,SRF,6011,,2014-01-03,1,2014-01-04,1,1,2014-02-15,1,471,471,761,Syria,652,2,2.5-2016
2-14344,2014,1,IS,1076,,Mujahideen Army,6012,,2014-01-02,1,2014-01-23,1,1,2014-06-01,5,527,527,530,Syria,652,2,2.5-2016
2-14347,2014,1,Jabhat al-Nusra li al-Sham,2057,,SRF,6011,,2014-07-25,3,2014-07-25,3,1,2014-11-01,1,65,65,117,Syria,652,2,2.5-2016
2-14348,2014,1,IS,1076,,"Islamic Front, Mujahideen Army, SRF",565283,"5575, 6011, 6012",2014-01-10,2,2014-01-10,2,1,2014-02-07,1,143,143,143,Syria,652,2,2.5-2016
2-14778,2015,1,Eastern Qalamoun Operations Room,6390,"2057, 5554, 6377, 6391, 6392, 6393",IS,1076,,02/12/2015,1,04/22/2015,1,0,,0,144,144,145,Syria,652,2,2.5-2016
2-14653,2015,1,"Euphrates Vulcano, Jabhat al-Nusra li al-Sham",6419,"2057, 5575, 6411, 2100, 6412, 6413, 6414, 6415, 6416, 6417, 6418",Jaysh al-Jihad,6302,,2015-04-27,1,2015-04-28,1,0,,0,78,78,78,Syria,652,2,2.5-2016
2-14336,2014,1,Sinaloa Cartel - Los Chavez Matamoros faction,6008,,Sinaloa Cartel - Los Salgueiro faction,6007,,2014-02-05,1,2014-09-28,1,1,2014-10-03,2,28,28,28,Mexico,70,5,2.5-2016
2-11668,2015,1,Guerreros Unidos,3298,,Los Rojos,3299,,2014-02-21,2,2014-05-31,5,0,,0,72,72,103,Mexico,70,5,2.5-2016
2-14353,2004,1,Sinaloa Cartel,1636,,Tijuana Cartel,1660,,1992-09-30,3,2004-01-19,3,1,2004-08-16,5,49,49,49,Mexico,70,5,2.5-2016
2-14749,2015,1,"Fatah Halab, Jabhat al-Nusra li al-Sham",6436,"6430, 6424, 6423, 6383, 6014, 6431, 6372, 6393, 6421, 5554, 6377, 2057, 6404, 6405, 6422, 6433, 6437, 6425, 6434, 6438, 6439, 6440, 6441, 6442, 6443, 6444, 6445, 6446, 6447, 6448, 6449, 6450, 6451, 6452, 6453, 6454",SDF,6288,,2015-06-26,1,2015-11-29,1,0,,0,89,89,89,Syria,652,2,2.5-2016
2-14349,2014,1,Harkat Hazm,6015,,Jabhat al-Nusra li al-Sham,2057,,2014-02-28,1,2014-02-28,1,0,,0,82,82,82,Syria,652,2,2.5-2016
2-14748,2015,1,"FSA, PYD",6360,"2100, 2015",IS,1076,,2015-02-15,1,2015-02-15,1,0,,0,226,226,226,Syria,652,2,2.5-2016
2-14361,2014,1,IS,1076,,"Islamic Front, Jabhat al-Akrad, Jabhat al-Nusra li al-Sham, Mujahideen Army",565285,"5575, 6012, 5541, 2057",2014-03-12,1,2014-03-12,1,1,2014-03-20,1,130,130,130,Syria,652,2,2.5-2016
2-14367,2014,1,Hezbollah,1209,,"Islamic Battalions, Jabhat al-Nusra li al-Sham",565286,"6023, 2057",2014-02-24,1,2014-03-09,1,1,2014-03-09,1,30,30,30,Syria,652,2,2.5-2016
2-14368,2014,1,Abu al Fadhil al 'Abbas brigade,5556,,"Islamic Battalions, Jabhat al-Nusra li al-Sham",565286,"6023, 2057",2014-01-15,1,2014-02-24,1,1,2014-02-25,1,33,33,33,Syria,652,2,2.5-2016
2-14379,2014,1,IS,1076,,"Islamic Front, Mujahideen Army",565289,"5575, 6012",2014-01-06,2,2014-01-07,2,1,2014-02-04,1,38,38,38,Syria,652,2,2.5-2016
2-14369,2014,1,IS,1076,,"Islamic Front, Jabhat Al-Kurd brigade, Jabhat al-Nusra li al-Sham, Mujahideen Army",565287,"5575, 6012, 6035, 2057",2014-01-31,1,2014-02-08,1,1,2014-02-15,1,142,142,142,Syria,652,2,2.5-2016
2-14355,2014,1,"IS, Islamic Front, Jabhat al-Nusra li al-Sham",565284,"1076, 5575, 2057",PYD,2100,,2014-01-26,2,2014-01-26,2,1,2014-01-26,2,26,26,26,Syria,652,2,2.5-2016
2-144,2004,3,Rer Ahmad subclan (Hawiye),1543,,Hawarsame Rer Hasan and Habar Ya'qub subclan of Marehan clan (Darod),1544,,2004-05-08,1,2004-05-31,1,1,2004-06-02,1,69,69,90,"Kenya, Somalia","501, 520",4,2.5-2016
2-14507,1997,3,El Dorado inmates,6166,,Guajiro Indians,6167,,1997-08-28,1,1997-08-28,1,1,1997-08-28,1,30,30,30,Venezuela,101,5,2.5-2016
2-14531,2015,1,Forces of Mullah Abdol Rauf Ahmadi,6194,,Taleban,1146,,2015-01-10,2,2015-01-10,2,0,,0,50,50,50,Afghanistan,700,3,2.5-2016
2-14542,2015,1,IS,1076,,Taleban,1146,,2015-02-02,1,2015-05-15,2,0,,0,292,285,420,Afghanistan,700,3,2.5-2016
2-11957,2015,1,Ansar Dine,2042,,CMA,2043,,2015-12-24,1,2015-12-25,1,0,,0,36,36,36,Mali,432,4,2.5-2016
2-12341,2015,3,Agatu,4120,,Fulani,1461,,2013-05-12,1,2015-03-15,1,0,,0,168,117,190,Nigeria,475,4,2.5-2016
2-14681,2015,1,"IS, High Council of Afghanistan Islamic Emirate",6318,"1076, 6252",Taleban,1146,,2015-11-08,2,2015-11-08,2,0,,0,56,50,138,Afghanistan,700,3,2.5-2016
2-14349,2015,1,Harkat Hazm,6015,,Jabhat al-Nusra li al-Sham,2057,,02/28/2014,1,2014-02-28,1,0,,0,192,192,192,Syria,652,2,2.5-2016
2-146,2005,1,RCSS,1098,,UWSA,1207,,2001-03-18,1,2005-04-15,2,1,2005-04-26,1,110,102,140,Myanmar (Burma),775,3,2.5-2016
2-13813,2015,1,IS,1076,,Jabhat al-Nusra li al-Sham,2057,,2013-09-21,1,2014-03-07,1,0,,0,39,39,263,Syria,652,2,2.5-2016
2-14625,1994,3,Sabaneta - Pavilion I gang,6276,,Sabaneta - Re-education sector gang,6275,,1994-01-03,1,1994-01-03,1,1,1994-01-03,1,127,127,127,Venezuela,101,5,2.5-2016
2-13801,2015,1,IS,1076,,PYD,2100,,2013-10-26,1,2014-02-22,1,0,,0,990,979,1000,Syria,652,2,2.5-2016
2-441,2003,3,Hamar (Ethiopia),6294,,Nyangatom ,1573,,1997-03-31,3,2003-12-31,5,1,2003-12-31,5,61,61,61,Ethiopia,530,4,2.5-2016
2-402,1999,3,Borana,1445,,Hamar (Ethiopia),6294,,1999-12-31,5,1999-12-31,5,1,1999-12-31,5,26,26,26,Ethiopia,530,4,2.5-2016
2-14374,2014,1,IS,1076,,"Islamic Front, Jabhat al-Nusra li al-Sham",565288,"5575, 2057",2014-01-06,1,2014-01-07,2,1,2014-06-05,1,1197,1197,1197,Syria,652,2,2.5-2016
2-254,2001,3,"Afisare, Anaguta, Birom",547510,"1815, 1433, 1443","Fulani, Hausa",547520,"1461, 1462",2001-09-08,2,2001-09-08,2,1,2001-09-13,2,1000,1000,3000,Nigeria,475,4,2.5-2016
2-11433,2015,1,Black Axe,2114,,Eyie,3108,,2002-02-15,2,2015-09-04,1,0,,0,32,32,32,Nigeria,475,4,2.5-2016
2-14593,2015,1,Taleban,1146,,High Council of Afghanistan Islamic Emirate,6252,,2015-08-03,1,2015-09-02,2,0,,0,134,134,135,Afghanistan,700,3,2.5-2016
2-147,2003,3,Sa'ad subclan of Habar Gidir clan (Hawiye),1540,,Saleban-Abdalla subclan of Majerteen clan (Darod),2006,,2003-07-09,2,2003-07-09,2,1,2003-07-09,2,28,25,40,Somalia,520,4,2.5-2016
2-11441,2015,1,Black Axe,2114,,Maphite,3116,,2015-09-21,2,2015-09-21,2,0,,0,25,25,27,Nigeria,475,4,2.5-2016
2-14733,2014,1,CMA,2043,,"CM-FPR, GATIA, MAA-loyalist",6349,"6348, 5880, 6347",2014-07-13,2,2014-07-13,2,1,2014-07-13,2,30,30,100,Mali,432,4,2.5-2016
2-373,1991,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,1991-04-22,2,1991-04-22,2,0,,0,350,300,550,Nigeria,475,4,2.5-2016
2-14397,2014,1,IS,1076,,"Islamic Front, Mujahideen Army, PYD, SRF",565291,"5575, 6011, 6012, 2100",2014-01-29,1,2014-01-30,1,1,2014-01-30,1,27,27,27,Syria,652,2,2.5-2016
2-14393,2014,1,IS,1076,,"Islamic Front, Jabhat al-Nusra li al-Sham, Mujahideen Army",565290,"5575, 6012, 2057",2014-02-09,1,2014-02-10,1,1,2014-06-05,1,284,284,284,Syria,652,2,2.5-2016
2-468,2015,1,Deebam,2054,,Deewell,2055,,2005-01-30,2,2015-07-30,3,0,,0,29,29,29,Nigeria,475,4,2.5-2016
2-14637,2015,1,IS,1076,,SDF,6288,,2015-10-10,1,2015-10-27,1,0,,0,372,372,372,Syria,652,2,2.5-2016
2-14754,2015,1,IS,1076,,"Jaysh al-Sanadid, Khabour Guards, MFS, PYD",6367,"6369, 2100, 6366, 6368",2015-02-22,1,2015-02-26,1,0,,0,828,828,829,Syria,652,2,2.5-2016
2-14544,2015,1,Eyie,3108,,Maphite,3116,,2008-10-06,1,2015-05-07,3,0,,0,38,38,38,Nigeria,475,4,2.5-2016
2-14756,2015,1,IS,1076,,"Jaysh al-Sanadid, MFS, PYD",6370,"6369, 2100, 6366",02/23/2015,1,2015-06-01,1,0,,0,595,595,596,Syria,652,2,2.5-2016
2-14758,2015,1,IS,1076,,Fatah Halab,6436,"6430, 6424, 6423, 6383, 6014, 6431, 6372, 6393, 6421, 5554, 6377, 6404, 6405, 6422, 6433, 6437, 6425, 6434, 6438, 6439, 6440, 6441, 6442, 6443, 6444, 6445, 6446, 6447, 6448, 6449, 6450, 6451, 6452, 6453, 6454",01/05/2015,1,2015-03-21,1,0,,0,905,904,906,Syria,652,2,2.5-2016
2-14760,2015,1,IS,1076,,"Fatah Halab, Jabhat al-Nusra li al-Sham",6436,"6430, 6424, 6423, 6383, 6014, 6431, 6372, 6393, 6421, 5554, 6377, 2057, 6404, 6405, 6422, 6433, 6437, 6425, 6434, 6438, 6439, 6440, 6441, 6442, 6443, 6444, 6445, 6446, 6447, 6448, 6449, 6450, 6451, 6452, 6453, 6454",2015-01-21,1,2015-06-05,1,0,,0,55,55,55,Syria,652,2,2.5-2016
2-14763,2015,1,IS,1076,,Eastern Ghouta Unified Military Command,6410,"6391, 5554, 6377, 6228",08/15/2015,1,2015-08-30,1,0,,0,68,68,68,Syria,652,2,2.5-2016
2-14764,2015,1,Jaysh al Fatah Idlib ,6380,"2057, 5554, 6037, 6228, 6383, 6404, 6405",IS,1076,,07/03/2015,1,07/03/2015,1,0,,0,57,57,57,Syria,652,2,2.5-2016
2-148,2006,3,Tama,1492,,Zaghawa,1566,,2006-03-19,2,2006-07-04,1,0,,0,74,74,74,Chad,483,4,2.5-2016
2-148,2007,3,Tama,1492,,Zaghawa,1566,,2006-03-19,2,2006-07-04,1,1,2007-10-15,2,126,126,156,Chad,483,4,2.5-2016
2-14353,2006,1,Sinaloa Cartel,1636,,Tijuana Cartel,1660,,1992-09-30,3,2006-12-31,5,0,,0,59,59,59,Mexico,70,5,2.5-2016
2-14353,2007,1,Sinaloa Cartel,1636,,Tijuana Cartel,1660,,1992-09-30,3,2006-12-31,5,1,2007-12-31,5,146,146,146,Mexico,70,5,2.5-2016
2-414,2015,1,Gulf Cartel,1643,,Los Zetas,1973,,2010-01-31,2,2010-03-05,5,0,,0,221,221,606,Mexico,70,5,2.5-2016
2-14799,2015,1,Jalisco Cartel New Generation,2036,,Sinaloa Cartel,1636,,12/31/2015,5,12/31/2015,5,0,,0,55,55,55,Mexico,70,5,2.5-2016
2-15,2003,2,Supporters of ANPP,1434,,Supporters of PDP,1527,,1998-10-31,3,2003-04-12,1,0,,0,66,66,82,Nigeria,475,4,2.5-2016
2-15,2004,2,Supporters of ANPP,1434,,Supporters of PDP,1527,,1998-10-31,3,2003-04-12,1,1,2004-05-28,1,439,439,458,Nigeria,475,4,2.5-2016
2-150,2011,3,Toposa,1553,,Turkana,1554,,1992-10-31,3,2011-06-12,2,1,2011-06-17,1,47,47,47,"Kenya, Sudan","501, 625",4,2.5-2016
2-151,2015,3,Pokot,1529,,Turkana,1554,,1995-12-05,2,2013-12-03,3,0,,0,102,102,129,Kenya,501,4,2.5-2016
2-151,1995,3,Pokot,1529,,Turkana,1554,,1995-12-05,2,1995-12-05,2,1,1995-12-05,2,44,44,44,Kenya,501,4,2.5-2016
2-151,1999,3,Pokot,1529,,Turkana,1554,,1995-12-05,2,1999-03-31,3,1,1999-06-26,2,115,54,115,Kenya,501,4,2.5-2016
2-151,2005,3,Pokot,1529,,Turkana,1554,,1995-12-05,2,2005-01-22,1,0,,0,28,28,28,Kenya,501,4,2.5-2016
2-151,2006,3,Pokot,1529,,Turkana,1554,,1995-12-05,2,2005-01-22,1,1,2006-12-29,1,34,33,39,"Kenya, Uganda","501, 500",4,2.5-2016
2-151,2008,3,Pokot,1529,,Turkana,1554,,1995-12-05,2,2008-08-05,2,1,2008-09-03,1,88,88,128,"Kenya, Uganda","501, 500",4,2.5-2016
2-151,2010,3,Pokot,1529,,Turkana,1554,,1995-12-05,2,2010-08-17,1,1,2010-11-25,1,55,55,56,Kenya,501,4,2.5-2016
2-151,2013,3,Pokot,1529,,Turkana,1554,,1995-12-05,2,2013-12-03,3,0,,0,28,27,30,Kenya,501,4,2.5-2016
2-151,2014,3,Pokot,1529,,Turkana,1554,,1995-12-05,2,2013-12-03,3,0,,0,45,44,73,Kenya,501,4,2.5-2016
2-233,1996,3,"Pokot, Samburu",550102,"1529, 1794",Turkana,1554,,1996-12-03,1,1996-12-03,1,1,1996-12-03,1,51,51,51,Kenya,501,4,2.5-2016
2-14009,2015,3,Fulani,1461,,Jukun,1821,,2014-04-15,1,2014-09-14,1,0,,0,27,27,35,Nigeria,475,4,2.5-2016
2-152,2001,1,USC/SSA,1352,,USC/SSA - OMF,1559,,2001-12-27,2,2001-12-27,2,0,,0,34,17,34,Somalia,520,4,2.5-2016
2-152,2002,1,USC/SSA,1352,,USC/SSA - OMF,1559,,2001-12-27,2,2001-12-27,2,0,,0,62,62,77,Somalia,520,4,2.5-2016
2-152,2003,1,USC/SSA,1352,,USC/SSA - OMF,1559,,2001-12-27,2,2001-12-27,2,1,2003-11-23,2,72,72,89,Somalia,520,4,2.5-2016
2-153,2008,3,Ma'aliyah,1498,,Zaghawa,1566,,2008-10-10,3,2008-10-10,3,1,2008-10-10,3,41,41,51,Sudan,625,4,2.5-2016
2-154,1989,1,Harakat-i Inqilab-i Islami-yi Afghanistan ,1135,,Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,1139,,1989-08-29,3,1989-08-29,3,1,1989-08-29,3,70,70,80,Afghanistan,700,3,2.5-2016
2-155,1996,1,Hizb-i Wahdat,1142,,Hizb-i Wahdat - Akbari faction,1662,,1994-05-29,1,1996-12-21,2,1,1996-12-21,2,25,25,25,Afghanistan,700,3,2.5-2016
2-155,2003,1,Hizb-i Wahdat,1142,,Hizb-i Wahdat - Akbari faction,1662,,1994-05-29,1,2003-07-20,5,1,2003-07-28,1,59,59,67,Afghanistan,700,3,2.5-2016
2-156,1994,1,Hizb-i Islami-yi Afghanistan,1141,,Hizb-i Wahdat,1142,,1994-07-09,1,1994-07-09,1,1,1994-07-09,1,25,25,25,Afghanistan,700,3,2.5-2016
2-157,1991,1,Hizb-i Islami-yi Afghanistan,1141,,Jamiat-ul-Dawa,1663,,1991-08-25,2,1991-08-27,2,1,1991-11-02,1,51,51,51,Afghanistan,700,3,2.5-2016
2-158,1989,1,Hizb-i Islami-yi Afghanistan,1141,,Jam'iyyat-i Islami-yi Afghanistan,1134,,1989-05-10,2,1989-07-09,1,0,,0,167,167,511,Afghanistan,700,3,2.5-2016
2-158,1990,1,Hizb-i Islami-yi Afghanistan,1141,,Jam'iyyat-i Islami-yi Afghanistan,1134,,1989-05-10,2,1989-07-09,1,0,,0,36,36,36,Afghanistan,700,3,2.5-2016
2-158,1991,1,Hizb-i Islami-yi Afghanistan,1141,,Jam'iyyat-i Islami-yi Afghanistan,1134,,1989-05-10,2,1989-07-09,1,1,1991-07-31,3,200,200,200,Afghanistan,700,3,2.5-2016
2-159,1994,1,Hizb-i Islami-yi Afghanistan,1141,,Junbish-i Milli-yi Islami,1144,,1993-12-28,2,1994-04-20,2,1,1994-04-20,2,27,27,27,Afghanistan,700,3,2.5-2016
2-159,1996,1,Hizb-i Islami-yi Afghanistan,1141,,Junbish-i Milli-yi Islami,1144,,1993-12-28,2,1996-03-03,2,1,1996-03-03,2,200,20,200,Afghanistan,700,3,2.5-2016
2-16,2007,1,Ansaar ul-Islam,1243,,Lashkar-e-Islam,1244,,2007-03-16,1,2007-05-30,1,0,,0,34,34,50,Pakistan,770,3,2.5-2016
2-16,2008,1,Ansaar ul-Islam,1243,,Lashkar-e-Islam,1244,,2007-03-16,1,2007-05-30,1,0,,0,88,88,177,Pakistan,770,3,2.5-2016
2-16,2009,1,Ansaar ul-Islam,1243,,Lashkar-e-Islam,1244,,2007-03-16,1,2007-05-30,1,1,2009-12-26,2,48,48,48,Pakistan,770,3,2.5-2016
2-160,1994,1,Hizb-i Islami-yi Afghanistan,1141,,Taleban,1146,,1994-10-12,1,1994-11-05,2,0,,0,66,16,66,Afghanistan,700,3,2.5-2016
2-160,1995,1,Hizb-i Islami-yi Afghanistan,1141,,Taleban,1146,,1994-10-12,1,1994-11-05,2,1,1995-02-13,2,42,42,202,Afghanistan,700,3,2.5-2016
2-160,2010,1,Hizb-i Islami-yi Afghanistan,1141,,Taleban,1146,,1994-10-12,1,2010-03-07,2,0,,0,99,99,99,Afghanistan,700,3,2.5-2016
2-160,2011,1,Hizb-i Islami-yi Afghanistan,1141,,Taleban,1146,,1994-10-12,1,2010-03-07,2,1,2011-09-17,1,25,25,27,Afghanistan,700,3,2.5-2016
2-161,1992,1,Jam'iyyat-i Islami-yi Afghanistan,1134,,Junbish-i Milli-yi Islami,1144,,1992-12-09,2,1992-12-09,2,1,1992-12-22,2,90,90,90,Afghanistan,700,3,2.5-2016
2-161,2002,1,Jam'iyyat-i Islami-yi Afghanistan,1134,,Junbish-i Milli-yi Islami,1144,,1992-12-09,2,2002-02-03,2,0,,0,136,136,156,Afghanistan,700,3,2.5-2016
2-161,2003,1,Jam'iyyat-i Islami-yi Afghanistan,1134,,Junbish-i Milli-yi Islami,1144,,1992-12-09,2,2002-02-03,2,1,2003-11-02,2,158,94,180,Afghanistan,700,3,2.5-2016
2-162,1996,1,Jam'iyyat-i Islami-yi Afghanistan,1134,,Mahaz-i Milli-yi Islami-yi Afghanistan ,1138,,1996-02-03,2,1996-02-03,2,1,1996-02-03,2,100,100,100,Afghanistan,700,3,2.5-2016
2-163,1995,1,Jam'iyyat-i Islami-yi Afghanistan,1134,,Shura-yi Nazar-i Shomali,1664,,1995-12-26,2,1995-12-26,2,1,1995-12-26,2,25,25,25,Afghanistan,700,3,2.5-2016
2-164,1998,1,GIA - El Ahd Battalion,1770,,GIA - El Khadra Battalion,1905,,1998-04-26,1,1998-04-26,1,1,1998-04-26,1,62,62,62,Algeria,615,4,2.5-2016
2-165,1998,1,GIA - El Forkane,1771,,GIA - El Khadra Battalion,1905,,1998-06-09,1,1998-06-09,1,1,1998-06-09,1,56,56,56,Algeria,615,4,2.5-2016
2-166,1995,1,AIS,1389,,GIA,1390,,1994-02-06,1,1995-04-27,3,1,1995-05-16,3,51,51,64,Algeria,615,4,2.5-2016
